id,mol_weight,formula
C08725,595.526,C27H31O15
C11900,586.6268,C31H38O11
C16270,568.8714,C40H56O2
C20467,,C26H27O14R2
C20491,597.4989,C26H29O16
C16698,373.2504,C11H20NO11P
C20949,,C10H16N2O10PR
C02166,625.7739,C30H47N3O9S
C06037,,C17H26O15R2
C06365,,C17H26O15R2
C00864,219.235,C9H17NO5
C01294,301.191,C7H16N3O8P
C01298,220.2263,C7H16N4O4
C04900,814.6087,C33H34O24
C20830,244.2197,C6H12O8S
C12644,579.5266,C27H31O14
C15911,550.8562,C40H54O
C20490,581.4995,C26H29O15
C21608,,C24H36O24PR3
C21742,,C28H47N2O21R
C15682,667.8272,C35H57NO11
C01028,162.187,C6H14N2O3
C01264,,C5H10O7PR
C01270,153.1354,C7H7NO3
C01411,154.2493,C10H18O
C01551,158.1154,C4H6N4O3
C03968,,C3H8O6PR
C04650,181.1268,C5H12NO4P
C15539,,C21H19O10R2
C17215,222.2588,C8H14O5S
C14109,168.1467,C8H8O4
C15581,562.5193,C27H30O13
C20489,565.5001,C26H29O14
C16301,551.4304,C24H23O15
C00571,99.1741,C6H13N
C00620,230.1098,C5H11O8P
C01107,228.137,C6H13O7P
C01300,195.1787,C7H9N5O2
C03090,229.125,C5H12NO7P
C03404,195.2151,C10H13NO3
C04556,219.1351,C6H10N3O4P
C04825,,C21H34N2O17R2
C04914,,C26H44NO21R
C06990,112.5569,C6H5Cl
C11272,96.1023,C6H5F
C20847,228.137,C6H13O7P
C05427,456.4908,C20H42O7P2
C06630,546.6906,C28H50O10
C12425,428.3888,C22H20O9
C17749,530.5205,C27H30O11
C20627,1038.3182,C52H101N3O13P2
C04500,,C28H51NO12P2(C5H8)n
C01075,259.2343,C6H13NO8S
C21015,232.2337,C9H16N2O5
C20981,226.2307,C13H10N2O2
C21499,,C12H13O4R
C20249,103.0767,C3H5NO3
C00751,410.718,C30H50
C01405,180.1574,C9H8O4
C02298,175.184,C10H9NO2
C02394,134.1751,C9H10O
C03428,586.6772,C30H52O7P2
C03820,,C5H9O4R
C05952,439.6086,C23H37NO5S
C07335,213.0826,C4H8NO7P
C12383,414.3622,C21H18O9
C14111,176.2118,C11H12O2
C17949,209.1369,C6H12NO5P
C09806,610.5606,C28H34O15
C12379,458.3717,C22H18O11
C00624,189.1659,C7H11NO5
C01218,274.1193,C6H11O10P
C03215,196.1553,C6H12O7
C04037,274.1193,C6H11O10P
C04652,1018.0271,C43H77N3O20P2
C21004,188.3137,C9H24N4
C21068,207.1211,C6H10NO5P
C06337,166.1308,C8H6O4
C04069,532.4933,C26H28O12
C11173,392.4046,C22H20N2O5
C04861,666.5777,C24H42O21
C03951,448.3769,C21H20O11
C06740,650.6675,C32H42O14
C19867,490.5428,C26H34O9
C00058,46.0254,CH2O2
C00226,,CH3OR
C21339,730.8895,C30H38N2O11S4
C09099,434.3934,C21H22O10
C00492,504.4371,C18H32O16
C01698,,C6H12O6(C12H20O10)n
C06036,,C23H36O20R2
C21782,476.7315,C30H52O4
C00041,89.0932,C3H7NO2
C00086,60.0553,CH4N2O
C00088,47.0134,HNO2
C00233,130.1418,C6H10O3
C00241,,CH2NOR
C00534,168.1931,C8H12N2O2
C00543,45.0837,C2H7N
C00580,62.134,C2H6S
C00726,,CNR
C01214,179.1711,C6H13NO5
C01380,62.0678,C2H6O2
C01407,78.1118,C6H6
C01485,84.4591,HClO3
C01845,60.095,C3H8O
C01906,180.1559,C6H12O6
C02647,129.1603,C5H11N3O
C02707,,C5H8N2O3R2
C03375,131.2193,C6H17N3
C03454,,C6H8O4R2
C03999,,H2O(C6H12NO6P)n
C04071,197.1295,C4H12N3O4P
C04122,155.0896,C3H10NO4P
C05332,121.1796,C8H11N
C05515,170.1261,C5H6N4O3
C06368,152.0426,C3H5O5P
C06729,170.1626,C8H10O4
C06791,96.9433,C2H2Cl2
C06793,62.4982,C2H3Cl
C07479,172.1354,C7H8O5
C08540,550.4688,C24H26N2O13
C11505,42.0797,C3H6
C11990,386.4798,C20H34O7
C12212,179.1711,C6H13NO5
C17696,174.1513,C7H10O5
C19967,523.1804,C10H16N5O14P3
C21138,126.1962,C8H14O
C21218,256.1471,C7H13O8P
C04902,,C22H37N2O16R
C04906,,C22H37N2O16R
C00420,,C12H22O11(C6H10O5)n
C00568,137.136,C7H7NO2
C01020,139.1088,C6H5NO3
C18059,1022.1911,C52H85N3O13P2
C01750,448.3769,C21H20O11
C12249,448.3769,C21H20O11
C12626,448.3769,C21H20O11
C04007,402.3946,C21H22O8
C04194,546.5199,C27H30O12
C19153,515.3646,C19H22N3O12P
C01564,305.3688,C17H23NO4
C07024,505.1651,C10H14N5O13P3
C19969,507.181,C10H16N5O13P3
C05755,,C10H19OSR
C19080,,C23H33N6O18P2R(C5H8O6PR)n
C03492,299.2149,C9H18NO8P
C05817,240.2094,C11H12O6
C00669,250.2722,C8H14N2O5S
C01269,324.178,C10H13O10P
C02611,967.7242,C33H44N7O19P3S
C01714,432.3775,C21H20O10
C04715,430.62,C27H42O4
C18161,,C31H28MgN4O4(R1)(R2)
C20941,199.2038,C9H13NO4
C21119,546.8644,C35H62O4
C04217,518.5602,C25H44O7P2
C00586,164.1565,C6H12O5
C00631,186.0572,C3H7O7P
C00861,164.1565,C6H12O5
C01048,,C5H11O4P(C5H8)n
C01247,,C4H7N2O6PR2
C01345,492.1664,C10H15N4O13P3
C03089,180.2221,C6H12O4S
C03366,242.1669,C6H15N2O6P
C03515,462.3604,C21H18O12
C03963,416.6365,C27H44O3
C04880,,C20H34NO16R
C04944,,C20H34NO16R
C00694,,C14H24NO11R
C04656,,C14H24NO11R
C02709,151.1626,C8H9NO2
C02749,,C3H6NO2SR
C03066,163.1287,C5H9NO5
C03283,118.1344,C4H10N2O2
C03868,337.3246,C16H19NO7
C18006,,C5H8NO3SR
C20232,160.128,C5H8N2O4
C21126,311.3367,C20H13N3O
C21620,479.5068,C20H25N5O7S
C20723,,C19H31N3O13R2
C12471,415.8237,C21H18ClNO6
C15555,400.3787,C21H20O8
C19836,450.4432,C20H36O7P2
C04776,,C18H29N3O13R2
C05382,290.1618,C7H15O10P
C12106,287.1611,C7H14NO9P
C21664,461.4915,C20H23N5O6S
C08539,388.3282,C18H16N2O8
C09183,308.4986,C20H36O2
C00379,152.1458,C5H12O5
C00801,,C5H9O4R
C01279,139.1552,C6H9N3O
C01959,167.1869,C3H9N3O3S
C02845,72.1057,C4H8O
C03201,,C4H6O4R2
C04638,717.0099,C43H73O6P
C15606,162.2068,C6H10O3S
C10443,368.3799,C21H20O6
C19699,394.2104,C20H9Cl2N3O2
C21337,423.5263,C18H17NO5S3
C04678,,C28H52NO9P(C5H8)n
C20994,333.3839,C12H21N4O5S
C06553,170.1692,C6H10N4O2
C19815,450.4432,C20H36O7P2
C19710,,C4H7NO4(C10H17N5O4)n
C01152,169.1811,C7H11N3O2
C01250,173.1665,C7H11NO4
C09315,162.1421,C9H6O3
C20375,,C6H9O3SR
C21498,,C7H5O4R
C16730,,C16H11I3N2O4R2
C00611,383.3484,C14H25NO11
C03823,,C20H38NO4R
C04487,,C13H23N3O8R2
C04885,,C25H41N2O19R
C05338,901.6662,C29H42N7O18P3S
C00292,93.1265,C6H7N
C01021,,C3H6NO2R
C01112,230.1098,C5H11O8P
C01205,103.1198,C4H9NO2
C01625,312.2705,C11H20O10
C02773,,C3H7O3R
C02926,101.1039,C4H7NO2
C03803,,C3H7N2OR
C12000,394.5448,C23H38O5
C15575,,C14H22NO12R
C16516,206.2642,C10H10N2OS
C16631,150.1084,C4H7FN2O3
C20231,146.1014,C4H6N2O4
C20270,468.4584,C20H38O8P2
C21622,440.4708,C18H24N4O7S
C03309,368.4263,C21H24N2O4
C09794,540.5138,C25H32O13
C21566,537.5562,C26H35NO11
C03343,278.3435,C16H22O4
C19709,,H2O(C10H17N5O4)n
C00301,559.3157,C15H23N5O14P2
C11426,242.2268,C14H10O4
C18156,630.9727,C35H34MgN4O6
C00885,226.1828,C10H10O6
C04300,448.5061,C24H32O8
C03049,356.583,C22H44O3
C11997,352.4651,C20H32O5
C15684,505.6866,C29H47NO6
C00608,,C5H10O6PR
C00673,214.1104,C5H11O7P
C02112,,C4H7O4R
C02419,151.1875,C3H9N3O2S
C04294,143.2068,C6H9NOS
C07756,272.2777,C10H12N2O5S
C11838,132.1146,C5H8O4
C20422,468.0767,C6H16O16P4
C06089,450.4432,C20H36O7P2
C19814,272.4681,C20H32
C21727,450.4432,C20H36O7P2
C01121,342.2462,C8H19N6O7P
C02179,,C2H5N2OR(C2H2NOR)n
C02743,,C4H6N2O2SR2
C18054,225.198,C10H11NO5
C04247,,C12H21O11R
C08588,328.4022,C20H24O4
C12270,304.2533,C11H16N2O8
C17010,296.2726,C14H16O7
C11816,317.4226,C19H27NO3
C02170,118.088,C4H6O4
C01306,,C16H27N2O11R
C02700,236.224,C11H12N2O4
C06123,238.4088,C16H30O
C14095,236.1776,C11H8O6
C21539,,C14H24N4O7S2(CH2)n
C00252,342.2965,C12H22O11
C01158,332.2601,C13H16O10
C04648,,C12H21O10R
C08250,342.2965,C12H22O11
C12112,497.4908,C20H35NO13
C03001,278.307,C13H18N4O3
C17751,357.3127,C15H19NO9
C19730,296.4034,C20H24O2
C00921,314.2994,C14H14N6O3
C00177,26.0174,CN
C00218,31.0571,CH5N
C00409,48.1075,CH4S
C00519,109.1475,C2H7NO2S
C00581,117.1066,C3H7N3O2
C00706,,NH2R
C01709,302.2788,C16H14O6
C02022,120.1039,C4H8O4
C03328,176.1672,C7H12O5
C03804,136.1695,C4H8O3S
C05239,83.0919,C3H5N3
C06056,135.1186,C4H9NO4
C06388,,C4H5O4R
C06547,28.0532,C2H4
C15573,,C14H22NO12R
C16671,125.1253,C6H7NO2
C17238,270.3049,C11H14N2O4S
C20253,87.0773,C3H5NO2
C20353,324.3276,C12H24N2O8
C20692,376.5741,C27H36O
C04844,348.3903,C19H24O6
C20965,316.3104,C12H20N4O6
C01175,386.3506,C17H22O10
C05208,,C28H50NO7PR
C14107,222.1941,C11H10O5
C05749,,C6H11OSR
C19673,,C4H5O3SR
C01029,187.2825,C9H21N3O
C07446,123.1094,C6H5NO2
C05554,564.5402,C22H36N4O13
C07026,346.2365,C10H15N6O6P
C00844,295.2879,C14H17NO6
C10502,284.2635,C16H12O5
C11993,296.4018,C17H28O4
C14536,284.2635,C16H12O5
C00933,310.3655,C16H24NO5
C00979,147.1293,C5H9NO4
C00459,482.1683,C10H17N2O14P3
C01239,220.223,C8H16N2O5
C20962,300.311,C12H20N4O5
C03719,167.2282,C8H9NOS
C20380,320.3371,C17H20O6
C00009,97.9952,H3PO4
C02029,221.259,C10H15N5O
C14086,206.1947,C11H10O4
C01518,342.2965,C12H22O11
C20190,996.3468,C20H30N10O25P6
C01416,303.3529,C17H21NO4
C02446,,C3H5O3R
C16562,491.6484,C20H41N7O5S
C02768,,C3H9O6P(C3H7O5P)n
C20914,190.1971,C7H14N2O4
C20917,289.2851,C11H19N3O6
C21072,1003.927,C37H64N7O17P3S
C21001,234.2048,C12H10O5
C08606,600.8702,C40H56O4
C08614,600.8702,C40H56O4
C04218,819.1141,C44H82O13
C17741,985.7395,C33H46N7O20P3S
C00183,117.1463,C5H11NO2
C01589,68.0773,C3H4N2
C02512,114.1026,C4H6N2O2
C04083,203.2437,C10H13N5
C05942,111.0987,C5H5NO2
C07447,74.0818,C2H6N2O
C10023,270.2369,C15H10O5
C04683,,C17H28NO14R
C20722,,C11H18N2O8R2
C01474,240.2109,C14H8O4
C01495,238.2381,C15H10O3
C06645,382.0229,C14H8Cl4O4
C20963,314.3376,C13H22N4O5
C20964,314.3376,C13H22N4O5
C04185,193.1562,C9H7NO4
C05578,149.1467,C8H7NO2
C08543,390.3441,C18H18N2O8
C01799,117.1463,C5H11NO2
C03789,339.2975,C6H13NO11S2
C20406,360.4871,C22H32O4
C03483,587.1609,C10H17N5O16P4
C16566,448.5806,C18H36N6O5S
C20957,218.2072,C8H14N2O5
C20814,553.6036,C20H31N3O11S2
C00542,222.2621,C7H14N2O4S
C02954,216.2575,C8H12N2O3S
C21453,179.1727,C9H9NO3
C02980,224.2115,C14H8O3
C20559,305.221,C11H16NO7P
C04248,,C17H28NO17PR2
C00627,249.1577,C8H12NO6P
C15810,,C4H7N2O3R
C19728,416.638,C30H40O
C00454,,C5H11O10P2R
C01879,129.114,C5H7NO3
C02632,88.1051,C4H8O2
C02791,162.0166,C6H5Cl2N
C04590,444.5418,C23H41O6P
C17242,252.3542,C8H16N2O3S2
C20798,,
C21403,167.1003,C4H10NO4P
C05745,,C4H7OSR
C17740,955.7135,C32H44N7O19P3S
C18217,448.5922,C26H40O6
C03518,,C8H14NO6R
C16729,,C16H10I4N2O4R2
C21489,,C11H20NO2SR
C00612,187.2825,C9H21N3O
C08538,211.1715,C9H9NO5
C03764,225.289,C14H15N3
C00294,268.2261,C10H12N4O5
C00774,274.2687,C15H14O5
C03062,372.2809,C15H16O11
C03401,104.1078,C3H8N2O2
C00700,524.1652,C10H15N4O15P3
C00242,151.1261,C5H5N5O
C00653,,(C5H11O7P)n
C01211,,C7H13N3O3R2
C01533,372.3671,C17H24O9
C04720,211.1715,C9H9NO5
C06071,374.3829,C17H26O9
C13508,,C11H16O12SR2
C14388,391.2877,C21H20Cl2O3
C18237,521.2747,C10H12MoN5O8PS2
C16593,162.2499,C7H14O2S
C00094,82.0791,H2SO3
C00491,240.3005,C6H12N2O4S2
C01678,77.1487,C2H7NS
C02320,,C10H16N3O6SR
C02658,,CH2NOR
C05698,182.0798,C4H9NO2Se
C06735,59.0672,C2H5NO
C15534,,C2H6NR
C02588,524.8604,C36H60O2
C21447,719.8051,C35H54N5O9P
C04213,,C36H63N2O17P2R(C5H8)n
C09263,178.1415,C9H6O4
C04696,,C11H18N5O11P2(C5H8O6PR)n
C01042,175.1394,C6H9NO5
C01456,166.1739,C9H10O3
C01527,354.3087,C16H18O9
C05604,195.1721,C9H9NO4
C10860,289.3694,C17H23NO3
C11636,360.3564,C16H24O9
C12468,193.1562,C9H7NO4
C04164,310.2992,C15H18O7
C00163,74.0785,C3H6O2
C00262,136.1115,C5H4N4O
C03619,194.1825,C7H14O6
C16732,,C10H9IN2O3R2
C14862,365.3596,C12H19N3O8S
C21445,691.752,C33H50N5O9P
C02216,149.1533,C6H7N5
C02399,,C9H14N2O7R2
C02671,,C5H9N2O3R
C01949,86.1323,C5H10O
C11278,635.5965,C27H29N3O13S
C19794,565.317,C15H25N3O16P2
C03847,,C6H12O9PR
C01421,340.2821,C15H16O9
C06371,707.6296,C26H45NO21
C15770,181.1455,C8H7NO4
C00818,210.1388,C6H10O8
C01089,104.1045,C4H8O3
C03955,204.2236,C8H16N2O4
C00012,,C2H4NO2R(C2H2NOR)n
C03632,,C16H28N2O14PR
C06866,305.4119,C18H27NO3
C00909,318.4504,C20H30O3
C14856,575.6322,C30H29N3O7S
C03539,267.2994,C9H17NO6S
C03889,,C25H49NO8PR
C04824,711.8611,C34H66NO12P
C20568,282.2445,C10H18O9
C16731,,C10H8I2N2O3R2
C00288,61.0168,HCO3
C04681,,C17H27N5O4SR2
C03995,296.2759,C13H16N2O6
C01839,168.1467,C8H8O4
C05394,178.14,C6H10O6
C05924,395.3518,C10H14N5O6PS2
C15986,210.2298,C10H14N2O3
C17239,183.2276,C8H9NO2S
C02273,370.2635,C12H18O13
C04807,355.1385,C7H11N5O8P2
C00449,276.2863,C11H20N2O6
C16700,138.1207,C7H6O3
C20277,146.1876,C6H14N2O2
C12469,227.6012,C9H6ClNO4
C08246,326.2971,C12H22O10
C14851,268.3087,C20H12O
C17345,1184.1706,C48H80N7O19P3S
C03939,,C2H3OSR
C00001,18.0153,H2O
C00014,17.0305,NH3
C00169,141.0199,CH4NO5P
C00320,113.1361,HS2O3
C00698,35.453,Cl
C00708,126.9045,I
C00720,,BrR
C00857,665.4178,C21H27N6O15P2
C00882,687.5542,C21H35N7O13P2S
C01334,,ClR
C01855,311.2873,C14H17NO7
C02297,,C2H6N2O(CH2)n
C02627,162.187,C6H14N2O3
C02860,,C5H4N5R
C02863,,C10H16N2O8R2
C05688,168.0532,C3H7NO2Se
C19689,306.3387,C10H18N4O5S
C20891,85.0614,C3H3NO2
C21736,120.1701,C4H8O2S
C01271,,C3H4O2SR2
C19811,,C29H39O2R
C20705,527.4737,C20H33NO15
C00224,427.2844,C10H14N5O10PS
C11521,630.3656,C15H24N2O19P2S
C00190,536.2758,C14H22N2O16P2
C03021,,C5H7N3O3R2
C12477,169.1348,C7H7NO4
C01563,61.04,CH3NO2
C02126,138.124,C6H6N2O2
C05658,133.1473,C8H7NO
C06044,138.1638,C8H10O2
C00380,111.102,C4H5N3O
C18007,,C4H8NOSR
C02567,244.3769,C12H28N4O
C11735,103.1198,C4H9NO2
C11911,559.3986,C18H31N3O13P2
C00307,488.324,C14H26N4O11P2
C05587,167.205,C9H13NO2
C16614,166.2036,C6H6N4S
C00498,589.3417,C16H25N5O15P2
C17261,,CH2NOSR
C11933,575.398,C18H31N3O14P2
C01451,286.2778,C13H18O7
C06397,619.3677,C17H27N5O16P2
C17243,165.2769,C5H11NOS2
C03788,,C4H6N2O3R2
C21338,584.6821,C24H28N2O9S3
C05674,473.3325,C14H27N4O10P2
C02261,103.1198,C4H9NO2
C21487,,C3H6NOS2R
C16169,1078.0071,C43H66N7O17P3S
C16173,1080.023,C43H68N7O17P3S
C12211,565.317,C15H25N3O16P2
C11436,601.2874,C14H26N3O17P3
C02284,822.9321,C42H62O16
C06192,589.3417,C16H25N5O15P2
C00797,45.0837,C2H7N
C02218,87.0773,C3H5NO2
C00235,246.0921,C5H12O7P2
C01894,993.8295,C31H50N9O18P3S2
C20247,267.1962,C7H10NO6PS
C00750,202.3402,C10H26N4
C01246,,C26H47O9P(C5H8)n
C06755,94.497,C2H3ClO2
C19971,632.4062,C19H30N4O16P2
C04666,238.1351,C6H11N2O6P
C00789,537.3069,C14H25N3O15P2
C03442,548.3296,C16H26N2O15P2
C14802,189.1675,C10H7NO3
C21209,256.1471,C7H13O8P
C04051,126.1166,C4H6N4O
C04674,515.4216,C12H21NO17S2
C08334,261.2717,C11H19NO6
C00570,446.2442,C11H20N4O11P2
C05933,190.2004,C6H14N4O3
C08552,726.6376,C34H34N2O16
C11920,532.3302,C16H26N2O14P2
C00069,,HOR
C00132,32.0419,CH4O
C00145,,HSR
C00396,80.088,C4H4N2
C02038,,C2H5NO2(C2H2NOR)n
C04476,,C5H13NO6PR
C05361,32.0452,N2H4
C18005,684.6905,C26H48N6O15
C01235,342.2965,C12H22O11
C11434,216.1263,C5H13O7P
C03422,,C20H36N2O4R2
C02323,124.1372,C7H8O2
C19731,168.2328,C10H16O2
C05535,,C6H10NO3SR
C12443,531.3454,C16H27N3O13P2
C01191,,C25H45O8P(C5H8)n
C16330,1057.9314,C39H62N7O19P3S
C01594,247.2451,C10H17NO6
C05712,,C2HNOR2
C00227,140.0319,C2H5O5P
C00577,90.0779,C3H6O3
C21497,467.3267,C17H18N5O9P
C16565,159.2724,C8H21N3
C07296,1005.9429,C37H66N7O17P3S
C20303,78.4976,C2H3ClO
C05673,430.2448,C11H20N4O10P2
C08542,902.7617,C40H42N2O22
C16641,586.678,C33H38N4O6
C03018,,OH(C6H10O5)n
C05381,527.403,C16H25N4O10P2S
C05670,70.0931,C3H6N2
C16334,1029.8782,C37H58N7O19P3S
C14786,144.1699,C10H8O
C01418,252.2218,C8H16N2O7
C05727,,C5H8NO3SR
C01623,536.2758,C14H22N2O16P2
C02287,120.0609,C3H4O5
C16827,326.2986,C15H18O8
C00462,,HX
C14149,168.1533,C6H8N4O2
C01137,355.4358,C14H23N6O3S
C15974,511.4467,C17H29N4O8P2S
C15978,511.4467,C17H29N4O8P2S
C16338,1001.825,C35H54N7O19P3S
C01389,296.531,C20H40O
C21129,,C5H9OSR
C02498,130.2279,C8H18O
C00609,,C3H5OR
C11916,546.3567,C17H28N2O14P2
C12414,714.7527,C37H46O14
C05692,431.3058,C14H20N6O5Se
C04121,543.3732,C17H26N3O15P
C19155,515.2632,C13H19N5O13P2
C06548,44.0526,C2H4O
C15976,497.4201,C16H27N4O8P2S
C21341,1208.1802,C48H62IN3O17S4
C21342,1211.1378,C47H59IN2O19S4
C16543,518.561,C28H30N4O6
C02489,,C2H3O3R
C00184,90.0779,C3H6O3
C03725,400.385,C13H25N2O8PS
C14119,1021.7716,C36H46N7O20P3S
C00027,34.0147,H2O2
C00422,,C6H5O6R3
C05979,60.095,C3H8O
C06018,589.3815,C18H29N3O15P2
C05263,963.8201,C33H56N7O18P3S
C04150,941.306,C56H93O9P
C12321,545.372,C17H29N3O13P2
C04598,,C10H22NO7PR
C21017,483.3935,C15H25N4O8P2S
C01382,253.8089,I2
C00513,477.255,C12H21N3O13P2
C18026,881.6335,C26H42N7O19P3S
C00469,46.0684,C2H6O
C07330,84.1164,C5H8O
C16466,919.7245,C30H48N7O18P3S
C11948,933.7511,C31H50N7O18P3S
C00664,472.4546,C20H24N8O6
C05125,469.3669,C14H23N4O8P2S
C00006,744.4129,C21H29N7O17P3
C05267,907.7138,C29H48N7O18P3S
C16520,,C16H29OSR
C01144,853.6234,C25H42N7O18P3S
C00440,459.4558,C20H25N7O6
C01045,175.1394,C6H9NO5
C18001,510.5392,C19H38N6O10
C00237,28.0101,CO
C20684,390.246,C11H15N6O8P
C05232,,C24H39N7O17P3SR
C00993,160.1711,C6H12N2O3
C01528,80.9759,H2Se
C03920,156.2238,C3H8O3S2
C01001,776.7411,C35H44N4O16
C03194,75.1097,C3H9NO
C01324,79.904,Br
C01352,787.5656,C27H35N9O15P2
C05574,147.1293,C5H9NO4
C12210,564.2859,C15H22N2O17P2
C03981,132.0716,C4H4O5
C15809,73.0507,C2H3NO2
C20849,605.3378,C17H25N3O17P2
C05840,131.0868,C4H5NO4
C01847,458.3597,C17H23N4O9P
C21026,172.1851,C6H12N4O2
C11822,103.0767,C3H5NO3
C03289,176.1241,C6H8O6
C03943,132.161,C5H12N2O2
C06732,202.2093,C11H10N2O2
C21124,202.2093,C11H10N2O2
C20487,165.1891,C9H11NO2
C05731,340.2806,C12H20O11
C01236,258.1199,C6H11O9P
C20668,258.1199,C6H11O9P
C05984,104.1045,C4H8O3
C00652,148.114,C5H8O5
C02486,131.1729,C6H13NO2
C03269,178.14,C6H10O6
C00445,456.432,C20H22N7O6
C03912,113.1146,C5H7NO2
C05272,1003.927,C37H64N7O17P3S
C20996,1003.927,C37H64N7O17P3S
C02763,164.158,C9H8O3
C01146,104.0615,C3H4O4
C01093,340.2806,C12H20O11
C05403,340.2806,C12H20O11
C01164,384.6377,C27H44O
C03214,117.1033,C4H7NO3
C04171,156.136,C7H8O4
C03232,184.0414,C3H5O7P
C01068,232.1257,C5H13O8P
C04349,176.1241,C6H8O6
C02266,148.114,C5H8O5
C01159,266.0371,C3H8O10P2
C01771,86.0892,C4H6O2
C00579,207.3567,C8H17NOS2
C00640,,C24H39N7O18P3SR
C02953,239.2312,C9H13N5O3
C21640,239.2312,C9H13N5O3
C01452,180.1559,C6H12O6
C03604,200.0838,C4H9O7P
C00674,288.4244,C19H28O2
C20144,284.3927,C19H24O2
C20252,286.4085,C19H26O2
C05379,190.1076,C6H6O7
C06051,167.162,C8H9NO3
C15853,143.23,C7H17N3
C02636,160.191,C7H14NO3
C02360,162.1406,C6H10O5
C01222,587.3258,C16H23N5O15P2
C02043,205.2099,C11H11NO3
C00343,,C10H12N4O4S2R4
C04256,301.1877,C8H16NO9P
C05918,282.4198,C20H26O
C05856,263.3387,C12H15N4OS
C04092,127.1412,C6H9NO2
C04042,316.4776,C21H32O2
C16218,1031.9802,C39H68N7O17P3S
C02395,96.1271,C6H8O
C00504,441.3975,C19H19N7O6
C00772,146.1412,C6H10O4
C02198,352.4651,C20H32O5
C00741,86.0892,C4H6O2
C03044,90.121,C4H10O2
C15492,288.4675,C20H32O
C02637,172.1354,C7H8O5
C11630,584.6621,C33H36N4O6
C12124,274.2687,C15H14O5
C00823,242.4406,C16H34O
C00966,146.1412,C6H10O4
C03917,290.4403,C19H30O2
C04295,290.4403,C19H30O2
C05235,74.0785,C3H6O2
C03459,148.071,C4H4O6
C02020,86.1323,C5H10O
C21329,131.1314,C8H5NO
C04707,350.4492,C20H30O5
C05123,126.1316,C2H6O4S
C03091,386.6535,C27H46O
C02083,120.1485,C8H8O
C05853,122.1644,C8H10O
C20675,,C24H39N7O17P3SR
C03792,,C7H10NO6R
C16235,153.1354,C7H7NO3
C00955,161.2004,C10H11NO
C05960,352.4651,C20H32O5
C02888,260.1358,C6H13O9P
C04237,146.1412,C6H10O4
C03372,,C4H6O7PR
C05406,146.0981,C5H6O5
C11908,546.3137,C16H24N2O15P2
C21643,176.1241,C6H8O6
C01292,406.5555,C24H38O5
C04643,406.5555,C24H38O5
C04758,350.4492,C20H30O5
C01370,,C2H3O2R
C03667,,C2H3O2R
C00783,139.1949,C8H13NO
C05489,364.4758,C21H32O5
C21154,160.2157,C10H12N2
C06317,154.1632,C8H10O3
C01545,128.212,C8H16O
C02345,226.2705,C15H14O2
C09321,224.2546,C15H12O2
C20522,140.1399,C6H8N2O2
C02920,284.2635,C16H12O5
C16187,288.2952,C16H16O5
C02675,286.2794,C16H14O5
C02934,299.4919,C18H37NO2
C06050,181.1455,C8H7NO4
C01929,139.1552,C6H9N3O
C03042,300.4766,C18H36O3
C16268,835.6081,C25H40N7O17P3S
C00892,304.5099,C21H36O
C04181,132.1146,C5H8O4
C05823,122.1429,C3H6O3S
C02457,76.0944,C3H8O2
C03648,290.2681,C15H14O6
C01125,128.1259,C6H8O3
C01877,129.114,C5H7NO3
C18028,162.1406,C6H10O5
C14180,337.3495,C11H19N3O7S
C03836,274.4409,C19H30O
C02670,176.1241,C6H8O6
C04631,677.4005,C20H29N3O19P2
C21075,176.2151,C10H12N2O
C06723,907.6707,C28H44N7O19P3S
C03228,114.1424,C6H10O2
C01986,290.4403,C19H30O2
C03739,116.1583,C6H12O2
C06105,112.1265,C6H8O2
C01182,310.0897,C5H12O11P2
C01278,186.1189,C7H6O6
C04553,186.1189,C7H6O6
C04518,332.477,C21H32O3
C05138,332.477,C21H32O3
C03672,182.1733,C9H10O4
C03964,182.1733,C9H10O4
C05350,180.1574,C9H8O4
C03845,386.6535,C27H46O
C04036,410.4825,C19H39O7P
C04045,196.1568,C9H8O5
C05927,774.6668,C30H43N6O16P
C04367,433.9664,C9H8I2O4
C03365,194.1825,C7H14O6
C04302,349.2305,C12H16NO9P
C18910,355.2417,C9H18N5O8P
C04835,350.4492,C20H30O5
C09736,290.2681,C15H14O6
C20226,210.228,C14H10O2
C01612,,CH2OR2
C16492,434.3934,C21H22O10
C02001,58.0791,C3H6O
C01569,152.1458,C5H12O5
C01710,134.1751,C9H10O
C01735,283.3218,C17H17NO3
C04351,163.2163,C10H13NO
C06426,278.4296,C18H30O2
C16215,168.1467,C8H8O4
C02243,282.2527,C11H14N4O5
C05440,394.6325,C28H42O
C10540,272.2958,C16H16O4
C17583,321.3269,C12H23N3O7
C06181,83.1317,C5H9N
C21176,452.4568,C17H32N4O10
C02533,222.2802,C13H18O3
C11808,352.4269,C21H24N2O3
C04091,112.1265,C6H8O2
C04297,531.3023,C15H23N3O14P2
C02817,492.6523,C10H2Cl10O
C05107,382.6218,C27H42O
C20509,482.4828,C18H34N4O11
C21252,482.4828,C18H34N4O11
C02941,272.425,C19H28O
C02956,276.4568,C19H32O
C04371,152.2351,C4H8O2S2
C12430,529.5357,C27H31NO10
C16464,919.7676,C31H52N7O17P3S
C05276,891.7144,C29H48N7O17P3S
C02720,109.1259,C6H7NO
C11871,330.375,C19H22O5
C20947,1060.0334,C41H72N7O17P3S
